cv_id,job_family,coverage_obligatorias,coverage_deseables,experiencia_ratio,educacion_match,similitud_semantica,label,anios_experiencia,nivel_educativo,universidad_tier,brecha_laboral_meses,n_skills_detectadas,n_palabras_cv
67,desarrollador_backend,0.5,0.5,1.5,1.0,0.5048632621765137,0,4.0,posgrado,top,0,7,50
68,desarrollador_backend,0.5,0.0,0.5,1.0,0.5328441262245178,0,1.0,pregrado,top,0,7,47
69,desarrollador_backend,0.5,0.5,0.5,1.0,0.559462308883667,1,1.0,posgrado,top,0,9,45
70,desarrollador_backend,0.5,0.0,1.5,1.0,0.48509132862091064,0,3.0,pregrado,top,24,7,68
71,desarrollador_backend,1.0,1.0,0.0,1.0,0.5002064108848572,1,0.0,posgrado,top,0,10,45
72,desarrollador_backend,0.0,0.0,0.0,1.0,0.3400230407714844,0,0.0,pregrado,top,0,1,37
73,desarrollador_backend,0.5,0.5,1.0,1.0,0.45393168926239014,1,2.0,pregrado,top,0,8,49
74,desarrollador_backend,1.0,0.25,0.0,1.0,0.5535333752632141,1,0.0,pregrado,top,0,8,55
75,desarrollador_backend,1.0,1.0,0.5,0.0,0.6869339942932129,1,1.0,ninguno,desconocida,0,10,37
76,desarrollador_backend,1.0,0.5,0.0,1.0,0.628244161605835,1,0.0,pregrado,top,0,7,46
77,desarrollador_backend,0.5,0.25,1.0,1.0,0.6051262021064758,0,2.0,pregrado,top,0,8,39
78,desarrollador_backend,0.25,0.0,0.5,1.0,0.4810810685157776,0,1.0,pregrado,top,0,4,38
79,desarrollador_backend,1.0,1.0,1.0,1.0,0.4715040624141693,1,2.0,posgrado,top,0,12,39
80,desarrollador_backend,0.25,0.0,0.5,1.0,0.4728708267211914,0,1.0,pregrado,top,0,3,42
81,desarrollador_backend,0.0,0.0,1.5,0.5,0.4475259482860565,0,4.0,tecnico,top,0,4,47
82,desarrollador_backend,0.25,0.0,0.5,0.5,0.445977121591568,0,1.0,tecnico,top,0,2,38
83,desarrollador_backend,1.0,0.0,1.5,1.0,0.6407593488693237,1,3.0,pregrado,top,0,5,40
84,desarrollador_backend,0.0,0.0,1.5,1.0,0.4484351873397827,0,3.0,posgrado,top,0,4,41
85,desarrollador_backend,0.25,0.0,1.5,0.5,0.5500375032424927,0,3.0,tecnico,top,0,4,39
86,desarrollador_backend,0.5,0.5,1.0,1.0,0.5813281536102295,1,2.0,pregrado,top,0,6,46
87,desarrollador_backend,1.0,0.75,1.5,1.0,0.616861879825592,1,3.0,pregrado,top,0,9,39
88,desarrollador_backend,0.5,0.25,1.0,0.0,0.5595901012420654,0,2.0,ninguno,desconocida,12,5,39
89,desarrollador_backend,0.5,0.0,1.5,0.0,0.5701735019683838,0,3.0,ninguno,desconocida,24,4,39
90,desarrollador_backend,0.5,0.25,1.5,0.5,0.5912432074546814,0,5.0,tecnico,top,0,4,28
91,desarrollador_backend,0.25,0.0,1.0,1.0,0.4291001260280609,0,2.0,posgrado,top,0,5,42
92,desarrollador_backend,1.0,0.5,0.5,1.0,0.5404011011123657,1,1.0,posgrado,top,0,8,43
93,desarrollador_backend,0.5,0.25,1.0,1.0,0.5659992694854736,0,2.0,posgrado,top,0,6,42
94,desarrollador_backend,1.0,0.25,1.5,1.0,0.53174889087677,1,3.0,pregrado,top,0,9,48
95,desarrollador_backend,0.25,0.0,0.5,1.0,0.43152952194213867,0,1.0,posgrado,top,0,5,47
96,desarrollador_backend,1.0,0.75,0.5,1.0,0.5826191306114197,1,1.0,posgrado,top,0,11,39
97,desarrollador_backend,0.5,0.25,0.0,1.0,0.40836820006370544,0,0.0,pregrado,top,0,6,46
98,desarrollador_backend,1.0,0.25,1.5,1.0,0.5420238971710205,1,6.0,pregrado,top,0,8,50
99,desarrollador_backend,0.5,0.25,1.0,1.0,0.3779851198196411,1,2.0,posgrado,top,0,4,32
100,desarrollador_backend,0.5,0.0,0.5,1.0,0.5137085914611816,0,1.0,pregrado,top,0,4,45
101,desarrollador_backend,0.5,0.0,0.0,1.0,0.5597876310348511,0,0.0,pregrado,top,0,5,45
102,desarrollador_backend,0.5,0.0,1.5,1.0,0.5918289422988892,0,3.0,pregrado,top,0,3,41
103,desarrollador_backend,1.0,0.25,0.5,1.0,0.5722346305847168,1,1.0,pregrado,top,0,10,39
104,desarrollador_backend,0.75,0.5,0.0,1.0,0.6606044769287109,1,0.0,pregrado,top,0,6,42
105,desarrollador_backend,1.0,0.5,1.5,1.0,0.6403833627700806,1,3.0,posgrado,top,12,10,66
106,desarrollador_backend,0.5,0.25,0.0,1.0,0.5863126516342163,0,0.0,pregrado,top,0,6,49
107,desarrollador_backend,0.25,0.0,1.5,1.0,0.40237849950790405,0,3.0,pregrado,top,0,2,40
108,desarrollador_backend,0.25,0.0,1.5,1.0,0.518832802772522,0,3.0,pregrado,top,12,4,66
109,desarrollador_backend,1.0,0.5,0.5,1.0,0.5407184362411499,1,1.0,pregrado,top,0,8,47
110,desarrollador_backend,1.0,0.75,0.5,1.0,0.6620982885360718,1,1.0,posgrado,top,0,8,50
111,desarrollador_backend,1.0,0.5,0.0,1.0,0.6701472997665405,1,0.0,pregrado,top,0,8,42
112,desarrollador_backend,0.25,0.0,0.0,1.0,0.6237245798110962,0,0.0,pregrado,top,0,3,39
113,desarrollador_backend,1.0,1.0,1.0,0.5,0.3731633722782135,1,2.0,tecnico,top,0,11,48
114,desarrollador_backend,1.0,0.75,1.5,1.0,0.6058770418167114,1,4.0,posgrado,top,0,10,35
115,desarrollador_backend,0.5,0.25,0.5,1.0,0.5376812815666199,0,1.0,posgrado,top,0,7,36
116,desarrollador_backend,0.25,0.0,0.0,1.0,0.6014664173126221,0,0.0,pregrado,top,0,4,41
117,desarrollador_backend,0.5,0.25,0.5,1.0,0.49067774415016174,0,1.0,pregrado,top,0,6,40
118,desarrollador_backend,0.5,0.0,1.0,1.0,0.46904197335243225,0,2.0,pregrado,top,0,5,38
119,desarrollador_backend,1.0,0.75,1.0,1.0,0.5699058771133423,1,2.0,pregrado,top,0,11,49
120,desarrollador_backend,1.0,0.25,1.0,1.0,0.5635850429534912,1,2.0,pregrado,top,0,9,53
121,desarrollador_backend,0.25,0.0,0.0,0.5,0.5298036336898804,0,0.0,tecnico,top,0,5,42
122,desarrollador_backend,0.5,0.0,1.5,0.0,0.5127700567245483,0,3.0,ninguno,desconocida,0,3,17
123,desarrollador_backend,1.0,0.75,0.5,1.0,0.575351893901825,1,1.0,pregrado,top,0,8,47
124,desarrollador_backend,1.0,0.25,1.5,1.0,0.5640815496444702,1,5.0,pregrado,top,0,8,41
125,desarrollador_backend,1.0,0.5,0.5,1.0,0.5726422667503357,1,1.0,pregrado,top,0,10,46
126,desarrollador_backend,1.0,0.5,1.5,1.0,0.6972075700759888,1,3.0,pregrado,top,24,8,62
127,desarrollador_backend,0.25,0.0,1.5,1.0,0.4303821921348572,0,3.0,pregrado,top,0,5,44
128,desarrollador_backend,0.5,0.0,1.0,1.0,0.39310377836227417,0,2.0,pregrado,top,0,3,32
129,desarrollador_backend,0.5,0.0,0.0,0.5,0.5574156641960144,0,0.0,tecnico,top,0,6,41
130,desarrollador_backend,0.0,0.0,1.5,0.5,0.5362609624862671,0,3.0,tecnico,top,12,5,56
131,desarrollador_backend,1.0,1.0,0.0,1.0,0.612679123878479,1,0.0,pregrado,top,0,10,50
132,desarrollador_backend,1.0,0.5,0.5,1.0,0.5686973333358765,1,1.0,posgrado,top,0,8,44
133,desarrollador_backend,0.5,0.5,0.5,1.0,0.5655224323272705,0,1.0,pregrado,top,0,9,45
134,desarrollador_backend,0.5,0.0,1.5,1.0,0.5882682204246521,0,4.0,pregrado,top,0,6,40
135,desarrollador_backend,1.0,0.5,1.5,1.0,0.6713016033172607,1,3.0,pregrado,top,0,8,48
136,desarrollador_backend,1.0,1.0,0.0,1.0,0.5952397584915161,1,0.0,pregrado,top,0,12,48
137,desarrollador_backend,0.5,0.5,1.5,1.0,0.5947933197021484,1,3.0,posgrado,top,0,5,37
138,desarrollador_backend,1.0,0.25,1.5,1.0,0.6300986409187317,1,3.0,pregrado,top,0,7,40
139,desarrollador_backend,0.5,0.25,0.5,0.5,0.47591346502304077,0,1.0,tecnico,top,0,6,35
140,desarrollador_backend,0.5,0.25,1.0,1.0,0.5356631278991699,0,2.0,pregrado,top,12,7,65
141,desarrollador_backend,1.0,0.75,0.0,1.0,0.6878116726875305,1,0.0,pregrado,top,0,8,46
142,desarrollador_backend,1.0,1.0,1.0,0.5,0.6361451745033264,1,2.0,tecnico,top,0,12,52
143,desarrollador_backend,0.25,0.0,0.5,1.0,0.3597882091999054,0,1.0,pregrado,top,0,3,37
144,desarrollador_backend,1.0,0.5,1.5,1.0,0.653840184211731,1,3.0,pregrado,top,12,7,58
145,desarrollador_backend,1.0,0.25,0.5,0.5,0.6372532248497009,1,1.0,tecnico,top,0,7,41
146,desarrollador_backend,0.5,0.5,0.0,0.5,0.610287070274353,0,0.0,tecnico,top,0,7,41
147,desarrollador_backend,0.25,0.0,1.0,1.0,0.23179084062576294,0,2.0,pregrado,top,0,4,37
148,desarrollador_backend,1.0,0.75,1.0,0.5,0.6475706696510315,1,2.0,tecnico,top,12,9,57
149,desarrollador_backend,0.5,0.25,0.5,1.0,0.5541806221008301,1,1.0,pregrado,top,0,4,38
150,desarrollador_backend,0.5,0.25,0.5,1.0,0.4824446439743042,0,1.0,posgrado,top,0,7,49
151,desarrollador_backend,1.0,0.75,1.5,1.0,0.5200666189193726,1,4.0,posgrado,top,0,10,41
152,desarrollador_backend,0.0,0.0,0.5,1.0,0.44126376509666443,0,1.0,pregrado,top,0,1,35
153,desarrollador_backend,0.5,0.5,0.0,0.5,0.4920863211154938,0,0.0,tecnico,top,0,6,44
154,desarrollador_backend,0.5,0.0,0.5,1.0,0.33125752210617065,0,1.0,posgrado,top,0,4,31
155,desarrollador_backend,0.5,0.25,1.5,1.0,0.5017502903938293,0,4.0,pregrado,top,0,4,33
156,desarrollador_backend,0.5,0.25,0.0,0.5,0.4233319163322449,0,0.0,tecnico,top,0,6,45
157,desarrollador_backend,1.0,1.0,0.5,1.0,0.6175512075424194,1,1.0,pregrado,top,0,9,46
158,desarrollador_backend,0.5,0.25,0.5,0.5,0.4379916787147522,0,1.0,tecnico,top,0,5,40
159,desarrollador_backend,0.25,0.0,1.0,1.0,0.5215051770210266,0,2.0,pregrado,top,0,2,29
160,desarrollador_backend,0.5,0.25,0.0,1.0,0.5542281866073608,0,0.0,pregrado,top,0,6,43
161,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.3792212903499603,1,2.0,pregrado,top,12,7,55
162,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.4893617033958435,1,2.0,tecnico,top,0,5,38
163,desarrollador_frontend,0.75,0.3333333333333333,1.0,1.0,0.5445177555084229,0,1.0,tecnico,top,0,7,33
164,desarrollador_frontend,0.0,0.0,0.0,1.0,0.4051316976547241,0,0.0,posgrado,top,0,3,41
165,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5275325775146484,1,1.0,pregrado,top,0,9,46
166,desarrollador_frontend,1.0,1.0,1.5,1.0,0.5681851506233215,1,2.0,tecnico,top,0,10,41
167,desarrollador_frontend,0.5,0.0,0.0,1.0,0.3890203833580017,0,0.0,pregrado,top,0,5,49
168,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5496264696121216,0,0.0,posgrado,top,0,5,37
169,desarrollador_frontend,0.5,0.0,1.5,1.0,0.572047233581543,0,3.0,pregrado,top,0,6,41
170,desarrollador_frontend,0.5,0.0,1.5,1.0,0.44625917077064514,0,3.0,pregrado,top,0,6,39
171,desarrollador_frontend,1.0,0.6666666666666666,1.5,1.0,0.5262863636016846,1,3.0,pregrado,top,0,10,46
172,desarrollador_frontend,0.0,0.0,0.0,1.0,0.41090214252471924,0,0.0,posgrado,top,0,5,42
173,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5501855611801147,1,1.0,tecnico,top,0,8,44
174,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.6026021838188171,0,0.0,pregrado,top,0,4,40
175,desarrollador_frontend,0.5,0.0,1.0,1.0,0.5399811267852783,0,1.0,pregrado,top,0,5,38
176,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.5470583438873291,1,1.0,pregrado,top,0,7,38
177,desarrollador_frontend,1.0,0.0,1.0,1.0,0.6161630153656006,1,1.0,pregrado,top,0,8,48
178,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.6288851499557495,0,0.0,pregrado,top,0,5,47
179,desarrollador_frontend,1.0,0.6666666666666666,1.5,0.0,0.5705231428146362,1,2.0,ninguno,desconocida,0,10,37
180,desarrollador_frontend,0.25,0.0,1.5,1.0,0.4989120364189148,0,4.0,tecnico,top,0,4,36
181,desarrollador_frontend,0.0,0.0,1.0,1.0,0.3877526521682739,0,1.0,posgrado,top,0,3,35
182,desarrollador_frontend,1.0,1.0,0.0,1.0,0.642240047454834,1,0.0,pregrado,top,0,11,54
183,desarrollador_frontend,0.5,0.0,1.5,1.0,0.4412086009979248,1,2.0,tecnico,top,0,5,34
184,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.6310359239578247,1,1.0,pregrado,top,0,9,44
185,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5859859585762024,0,0.0,tecnico,top,0,4,36
186,desarrollador_frontend,0.5,0.0,1.0,1.0,0.511825680732727,0,1.0,pregrado,top,0,5,44
187,desarrollador_frontend,0.25,0.0,1.0,1.0,0.578029453754425,0,1.0,pregrado,top,0,4,31
188,desarrollador_frontend,0.75,0.3333333333333333,1.5,1.0,0.5760228037834167,1,2.0,tecnico,top,12,8,61
189,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5957813858985901,0,0.0,pregrado,top,0,6,43
190,desarrollador_frontend,1.0,1.0,1.5,1.0,0.6931394338607788,1,4.0,pregrado,top,0,10,49
191,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.46922948956489563,0,0.0,tecnico,top,0,5,41
192,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.49123531579971313,1,1.0,tecnico,top,0,11,47
193,desarrollador_frontend,1.0,0.3333333333333333,0.0,1.0,0.49360257387161255,1,0.0,pregrado,top,0,8,47
194,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.558948278427124,0,4.0,pregrado,top,0,8,42
195,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.6074208617210388,1,1.0,tecnico,top,0,7,44
196,desarrollador_frontend,1.0,0.3333333333333333,1.5,0.0,0.5541245937347412,1,3.0,ninguno,desconocida,12,8,50
197,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5260563492774963,0,0.0,tecnico,top,0,5,40
198,desarrollador_frontend,1.0,1.0,0.0,1.0,0.6945300102233887,1,0.0,pregrado,top,0,11,49
199,desarrollador_frontend,0.5,0.0,1.5,1.0,0.4703047275543213,0,5.0,tecnico,top,0,4,48
200,desarrollador_frontend,0.25,0.0,1.5,0.0,0.42810162901878357,0,3.0,ninguno,desconocida,0,5,23
201,desarrollador_frontend,0.5,0.0,1.0,1.0,0.345603346824646,0,1.0,pregrado,top,0,4,36
202,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5241763591766357,0,0.0,tecnico,top,0,6,44
203,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5059795379638672,1,1.0,tecnico,top,0,7,42
204,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.561082661151886,0,0.0,posgrado,top,0,6,43
205,desarrollador_frontend,1.0,1.0,1.5,1.0,0.5600429773330688,1,4.0,tecnico,top,12,8,58
206,desarrollador_frontend,1.0,1.0,1.5,1.0,0.5684921145439148,1,4.0,tecnico,top,12,9,65
207,desarrollador_frontend,0.0,0.0,1.5,1.0,0.4913927912712097,0,2.0,pregrado,top,0,3,33
208,desarrollador_frontend,0.5,0.0,1.0,1.0,0.49641862511634827,0,1.0,pregrado,top,0,5,31
209,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.5033822059631348,0,3.0,pregrado,top,0,7,39
210,desarrollador_frontend,1.0,0.6666666666666666,1.5,1.0,0.5148649215698242,1,2.0,posgrado,top,0,8,43
211,desarrollador_frontend,1.0,1.0,1.0,1.0,0.5950281620025635,1,1.0,pregrado,top,0,8,39
212,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5839197635650635,1,1.0,pregrado,top,0,10,50
213,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5867322683334351,1,1.0,pregrado,top,0,7,32
214,desarrollador_frontend,0.5,0.0,1.0,1.0,0.4856911301612854,0,1.0,pregrado,top,0,4,40
215,desarrollador_frontend,0.25,0.0,0.0,1.0,0.5262139439582825,0,0.0,posgrado,top,0,5,54
216,desarrollador_frontend,0.5,0.0,1.0,1.0,0.5047478079795837,0,1.0,pregrado,top,0,6,47
217,desarrollador_frontend,0.0,0.0,1.5,0.0,0.5099977254867554,0,3.0,ninguno,desconocida,24,4,38
218,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5018726587295532,0,0.0,posgrado,top,0,4,45
219,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.548764169216156,1,1.0,pregrado,top,0,10,47
220,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5884640216827393,1,1.0,tecnico,top,0,7,48
221,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.5386906862258911,0,1.0,posgrado,top,0,6,36
222,desarrollador_frontend,1.0,0.6666666666666666,0.0,1.0,0.5830509662628174,1,0.0,posgrado,top,0,9,45
223,desarrollador_frontend,0.0,0.0,1.5,1.0,0.4470352530479431,0,3.0,pregrado,top,0,3,44
224,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.46935808658599854,1,1.0,pregrado,top,12,6,55
225,desarrollador_frontend,0.5,0.0,0.0,0.0,0.4955856502056122,0,0.0,ninguno,desconocida,0,6,29
226,desarrollador_frontend,0.25,0.0,1.5,1.0,0.3151671886444092,0,5.0,tecnico,top,0,2,28
227,desarrollador_frontend,0.25,0.0,0.0,1.0,0.5987535715103149,0,0.0,posgrado,top,0,5,43
228,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.6029034852981567,0,0.0,pregrado,top,0,6,39
229,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.600129246711731,0,0.0,tecnico,top,0,4,37
230,desarrollador_frontend,0.5,0.0,1.5,1.0,0.3773445785045624,0,3.0,pregrado,top,0,5,33
231,desarrollador_frontend,0.25,0.0,1.0,1.0,0.39314281940460205,0,1.0,pregrado,top,0,3,34
232,desarrollador_frontend,0.5,0.0,0.0,1.0,0.44544684886932373,0,0.0,posgrado,top,0,5,47
233,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5828307867050171,0,0.0,pregrado,top,0,4,47
234,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.3768727481365204,1,1.0,tecnico,top,0,8,41
235,desarrollador_frontend,0.5,0.0,1.5,1.0,0.6128268241882324,0,3.0,pregrado,top,0,4,44
236,desarrollador_frontend,0.5,0.0,0.0,1.0,0.520504355430603,0,0.0,posgrado,top,0,3,39
237,desarrollador_frontend,0.25,0.0,1.5,1.0,0.42260241508483887,0,3.0,pregrado,top,0,4,45
238,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.4816162586212158,0,2.0,pregrado,top,0,7,42
239,desarrollador_frontend,1.0,0.6666666666666666,1.5,1.0,0.5572828650474548,1,2.0,tecnico,top,12,11,66
240,desarrollador_frontend,0.5,0.0,1.5,0.0,0.39549145102500916,0,4.0,ninguno,desconocida,24,7,47
241,desarrollador_frontend,0.5,0.0,1.0,1.0,0.5698732733726501,0,1.0,posgrado,top,0,4,38
242,desarrollador_frontend,0.5,0.0,1.0,1.0,0.4728944003582001,0,1.0,pregrado,top,0,6,36
243,desarrollador_frontend,0.25,0.0,0.0,1.0,0.44607263803482056,0,0.0,pregrado,top,0,2,31
244,desarrollador_frontend,1.0,0.6666666666666666,0.0,1.0,0.6014671921730042,1,0.0,posgrado,top,0,10,45
245,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.34409835934638977,1,1.0,pregrado,top,0,9,39
